CO_CNES,Razao_Social,Nome_Fantasia,CO_CEP,Cidade,UF,estado_municipio.1,LAT,LONG
4468023,DROGARIAS PACHECO S A,DROGARIAS PACHECO DPA 1767,29345000,Marataizes,ES,ES,-21.0398,-40.8384
4450825,RAIA DROGASIL S A,RAIA DROGASIL,12040000,Taubate,SP,SP,-23.0104,-45.5593
4406370,RAIA DROGASIL S A,DROGA RAIA,13720043,Sao Jose do Rio Pardo,SP,SP,-21.5953,-46.8873
4411021,PREFEITURA MUNICIPAL DE TENENTE PORTELA,FARMACIA BASICA MUNICIPAL,98500000,Tenente Portela,RS,RS,-27.3711,-53.7585
4399560,RAIA DROGASIL S A,DROGASIL DF GUARA 5 SRIA QE 34,71065192,Brasilia,DF,DF,-15.7795,-47.9297
4310012,FARMACIA PRIMAVERA LTDA,DROGARIA PRIMAVERA,29960000,Conceicao da Barra,ES,ES,-18.5883,-39.7362
4342739,MUNICIPIO DE PINHEIRO,CENTRAL MUNICIPAL DE REDE DE FRIO CMRF,65200000,Pinheiro,MA,MA,-2.52224,-45.0788
4334647,CONSURGE,USB IPATINGA,35162567,Ipatinga,MG,MG,-19.4703,-42.5476
4345223,RAIA DROGASIL S A,DROGASIL 43 SP LAPA 3,5073000,Sao Paulo,SP,SP,-23.5329,-46.6395
4306864,ZANDONA PRADO LTDA,SAUDE FARMA,85602120,Francisco Beltrao,PR,PR,-26.0817,-53.0535
4283414,DROGARIA MANGABEIRA LTDA,DROGARIA REAL,35450228,Itabirito,MG,MG,-20.2501,-43.8038
4302141,MUNICIPIO DE RAUL SOARES,FARMACIA DE MINAS JOSE CLAUDIO DA SILVA GUIMARAES,35350000,Raul Soares,MG,MG,-20.1061,-42.4502
4378091,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE,12312000,Jacarei,SP,SP,-23.2983,-45.9658
4374223,RAIA DROGASIL S A,DROGASIL 1610 SP MANDAQUI 1,2420001,Sao Paulo,SP,SP,-23.5329,-46.6395
4374401,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE US 211,3988010,Sao Paulo,SP,SP,-23.5329,-46.6395
4378164,FLAVIA G DOS SANTOS CIA LTDA,FARMACIA UNIAO,94198000,Gravatai,RS,RS,-29.9413,-50.9869
4255542,MIX PHARMA DROGARIA LTDA,DROGARIA POUPA BEM,35588000,Arcos,MG,MG,-20.2863,-45.5373
4283082,DROGAMAIS MEDICAMENTOS LTDA,FARMACIA DROGAMAIS,76987300,Vilhena,RO,RO,-12.7502,-60.1488
4324668,MUNICIPIO DE PRUDENTOPOLIS,FARMACIA MUNICIPAL,84400000,Prudentopolis,PR,PR,-25.2111,-50.9754
4500385,DROGARIA ARAUJO S A,DROGARIA ARAUJO FILIAL FORUM BETIM,32600110,Betim,MG,MG,-19.9668,-44.2008
4535146,DROGAL FARMACEUTICA LTDA,DROGAL ARTUR NOGUEIRA III,13160054,Artur Nogueira,SP,SP,-22.5727,-47.1727
4550544,ANDREA L DE SA,DROGARIA SA,59082352,Natal,RN,RN,-5.79357,-35.1986
4329104,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,95059520,Caxias do Sul,RS,RS,-29.1629,-51.1792
4375130,RAIA DROGASIL S A,DROGASIL BAURU VILA BRUNHARI,17011066,Bauru,SP,SP,-22.3246,-49.0871
4375599,RAIA DROGASIL S A,DROGASIL DS 1954,17054697,Bauru,SP,SP,-22.3246,-49.0871
4378245,CENTRO DE HEMOTERAPIA CELULAR EM MEDICINA LTDA,CHCM,13015320,Campinas,SP,SP,-22.9053,-47.0659
4441370,RAIA DROGASIL S A,RAIA DROGASIL FILIAL LJ1016 RIBEIRAO PRETO,14095050,Ribeirao Preto,SP,SP,-21.1699,-47.8099
4465288,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIA,99036000,Passo Fundo,RS,RS,-28.2576,-52.4091
4458060,FARMACIA VITORIA LTDA ME,FARMACIA VITORIA,79240000,Jardim,MS,MS,-21.4799,-56.1489
4319559,RAIA DROGASIL S A,DROGA RAIA 627 CAMPOS DOS GOYTACAZES B,28035053,Campos dos Goytacazes,RJ,RJ,-21.7622,-41.3181
4346017,RAIA DROGASIL S A,RAIA DROGASIL S A,89400000,Porto Uniao,SC,SC,-26.2451,-51.0759
4335821,SECRETARIA DE ESTADO DE SAUDE SES,USA22 SAMU 192 TIH HOSPITAL DA MAE I,26572530,Mesquita,RJ,RJ,-22.8028,-43.4601
2164035,SECRETARIA MUNICIPAL DE SAUDE DE SANTA LUZIA,USA 14 SANTA LUZIA,33030340,Santa Luzia,MG,MG,-19.7548,-43.8497
4398351,DROGA JAP VILA MARIA LTDA,DROGA JAP,33230872,Lagoa Santa,MG,MG,-19.6397,-43.8932
4385594,RAIA DROGASIL S A,RAIA DROGASIL S A,83020000,Sao Jose dos Pinhais,PR,PR,-25.5313,-49.2031
4399536,RAIA DROGASIL S A,DROGASIL IMPERATRIZ 02,65903250,Imperatriz,MA,MA,-5.51847,-47.4777
4320433,RAIA DROGASIL S A,DROGARAIA LJ1514,90650002,Porto Alegre,RS,RS,-30.0318,-51.2065
4598369,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE US 243,7739605,Caieiras,SP,SP,-23.3607,-46.7397
4311434,FUNDO MUNICIPAL DE SAUDE DE MINEIROS,FARMACIA MUNICIPAL DE ALTO CUSTO,75833045,Mineiros,GO,GO,-17.5654,-52.5537
4391063,GEORGE ANDRADE CAETITE DE PLANALTO,FARMACIA CAETITE,45190000,Planalto,BA,BA,-14.6654,-40.4718
4403622,RAIA DROGASIL S A,DROGASIL T7 BUENO,74210260,Goiania,GO,GO,-16.6864,-49.2643
4271211,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIA PAGUE MENOS,65365000,Ze Doca,MA,MA,-3.27014,-45.6553
4276086,DROGARIA CENTRALIZADA 99 PERFUMARIA LTDA,DROGAO DA ECONOMIA 2,27700000,Vassouras,RJ,RJ,-22.4059,-43.6686
4500601,RAIA DROGASIL S A,DROGARAIA LJ0355,12947000,Atibaia,SP,SP,-23.1171,-46.5563
4374266,RAIA DROGASIL S A,DROGASIL 2004 SP RAPOSO TAVARES 4,5569030,Sao Paulo,SP,SP,-23.5329,-46.6395
4374371,RAIA DROGASIL S A,DROGASIL DS0097,3342000,Sao Paulo,SP,SP,-23.5329,-46.6395
4371291,ASSOCIADAS TRAJANO MEDICAMENTOS LTDA,FARMASAUDE,94075280,Gravatai,RS,RS,-29.9413,-50.9869
4354958,MURIELI PORTANTIOLO FERREIRA,FARMACIA PRATICA,96076240,Pelotas,RS,RS,-31.7649,-52.3371
4539656,DROGAL FARMACEUTICA LTDA,DROGAL MORRO AGUDO SP,14640051,Morro Agudo,SP,SP,-20.7288,-48.0581
4357884,RAIA DROGASIL S A,DROGASIL DS0170,5346000,Sao Paulo,SP,SP,-23.5329,-46.6395
4359569,RAIA DROGASIL S A,DROGASIL 1305 SP CIDADE DUTRA 3,4805300,Sao Paulo,SP,SP,-23.5329,-46.6395
4358244,RAIA DROGASIL S A,DROGASIL DS0072,5406200,Sao Paulo,SP,SP,-23.5329,-46.6395
4358562,RAIA DROGASIL S A,DROGASIL 1014 SP MOOCA 5,3185010,Sao Paulo,SP,SP,-23.5329,-46.6395
4358791,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 51,5835000,Sao Paulo,SP,SP,-23.5329,-46.6395
4587693,ANJOS DA VIDA GESTAO EM SAUDE LTDA,ANJOS DA VIDA,88110050,Sao Jose,SC,SC,-27.6136,-48.6366
4259874,MUNICIPIO DE BARRINHA,FARMACIA MUNICIPAL DE BARRINHA,14866006,Barrinha,SP,SP,-21.1864,-48.1636
4259122,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,12225142,Sao Jose dos Campos,SP,SP,-23.1896,-45.8841
4613031,CSB DROGARIAS S A,DROGASMIL FL 619 IPANEMA,22410000,Rio de Janeiro,RJ,RJ,-22.9129,-43.2003
4335848,SECRETARIA DE ESTADO DE SAUDE SES,USA23 SAMU 192 TIH HOSPITAL DA MULHER I,25561170,Sao Joao de Meriti,RJ,RJ,-22.8058,-43.3729
4335740,SECRETARIA DE ESTADO DE SAUDE SES,USA17 SAMU 192 TIH HOSPITAL DA MULHER II,25561170,Sao Joao de Meriti,RJ,RJ,-22.8058,-43.3729
4336356,SECRETARIA DE ESTADO DE SAUDE SES,USB76 SAMU 192 TIH UPA SAO PEDRO DA ALDEIA,28948834,Sao Pedro da Aldeia,RJ,RJ,-22.8429,-42.1026
4374185,RAIA DROGASIL S A,DROGASIL 1368 SP BRASILANDIA 2,2831001,Sao Paulo,SP,SP,-23.5329,-46.6395
4374428,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE US 221,8340460,Sao Paulo,SP,SP,-23.5329,-46.6395
4374592,RAIA DROGASIL S A,RAIA 0057 SP SAUDE A,4046200,Sao Paulo,SP,SP,-23.5329,-46.6395
4372271,MUNICIPIO DE SALTO DO LONTRA,SAMU 192 SUPORTE BASICO SALTO DO LONTRA,85670000,Salto do Lontra,PR,PR,-25.7813,-53.3135
4374606,RAIA DROGASIL S A,RAIA 592 SP ACLIMACAO B,4105063,Sao Paulo,SP,SP,-23.5329,-46.6395
4370406,RAIA DROGASIL S A,DROGA RAIA,13521136,Sao Pedro,SP,SP,-22.5483,-47.9096
4140036,SOUZA LEAO MEDICAMENTOS LTDA,DROGARIA PURILANDENSE,28396000,Porciuncula,RJ,RJ,-20.9632,-42.0465
4405919,RAIA DROGASIL S A,RAIA DROGASIL S A AV ALONSO Y ALONSO,14400770,Franca,SP,SP,-20.5352,-47.4039
4398823,RAIA DROGASIL S A,RAIA 611 TERESOPOLIS B,25953234,Teresopolis,RJ,RJ,-22.4165,-42.9752
4472209,PREFEITURA MUNICIPAL DE BARRO DURO PI,CENTRAL MUNICIPAL DE REDE DE FRIOS DE BARRO DURO PI,64455000,Barro Duro,PI,PI,-5.81673,-42.5147
4500342,MARTINS E SANTOS PRODUTOS FARMACEUTICOS LTDA,FARMACIA DO TRABALHADOR DE BURITIZEIRO,39280000,Buritizeiro,MG,MG,-17.3656,-44.9606
4485165,RAIA DROGASIL S A,RAIA DROGASIL,12040000,Taubate,SP,SP,-23.0104,-45.5593
4390989,BARBARA E RODRIGUES LTDA,DROGARIA MAIS SAUDE,45190000,Planalto,BA,BA,-14.6654,-40.4718
4407040,RAIA DROGASIL S A,RAIA DROGASIL S A,32241250,Contagem,MG,MG,-19.9321,-44.0539
4402839,P R L MEDICAMENTOS LTDA,DROGARIA AGAPE,29301500,Cachoeiro de Itapemirim,ES,ES,-20.8462,-41.1198
4605365,ANJOS PARCEIROS EMERGENCIAS MEDICAS,ANJOS DA VIDA,2435060,Sao Paulo,SP,SP,-23.5329,-46.6395
4312384,RAIA DROGASIL S A,RAIA DROGASIL S A,12245031,Sao Jose dos Campos,SP,SP,-23.1896,-45.8841
4346491,MUNICIPIO DE SAO VICENTE,SAMU 192 MOTOLANCIA 2 SAO VICENTE,11347000,Sao Vicente,SP,SP,-23.9574,-46.3883
4344146,CONSORCIO PUBLICO INTERMUNICIPAL DE GESTAO DA AMUSEP PROAM,SAMU SUPORTE BASICO 12,87014180,Maringa,PR,PR,-23.4205,-51.9333
4330811,RAIA DROGASIL S A,DROGA RAIA,88137270,Palhoca,SC,SC,-27.6455,-48.6697
4334140,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,95060145,Caxias do Sul,RS,RS,-29.1629,-51.1792
4356128,G J SCHAEFER LTDA,FARMACIAS FTR,76821191,Porto Velho,RO,RO,-8.76077,-63.8999
4333837,IRMAOS MATTAR CIA LTDA,FARMACIA INDIANA,45000455,Vitoria da Conquista,BA,BA,-14.8615,-40.8442
4561694,DROGARIA JANA LTDA,DROGARIA MANOEL HONORIO,36045000,Juiz de Fora,MG,MG,-21.7595,-43.3398
4382730,RAIA DROGASIL S A,DROGASIL 550 SP SAUDE 2,4144000,Sao Paulo,SP,SP,-23.5329,-46.6395
4149173,TABORDA SOUSA LTDA,FARMA POPULAR,68590000,Jacunda,PA,PA,-4.44617,-49.1153
4350898,FARMAP MEDICAMENTOS E PERFUMARIA LTDA,FARMAP MEDICAMENTOS E PERFUMARIA,94060001,Gravatai,RS,RS,-29.9413,-50.9869
4391098,CERQUEIRA LEITE LTDA,FARMACIA PLANALTO,45190000,Planalto,BA,BA,-14.6654,-40.4718
4403010,RAIA DROGASIL S A,DROGASIL VILA FROES,74655220,Goiania,GO,GO,-16.6864,-49.2643
4427092,RAIA DROGASIL S A,DROGARIA LJ0836,16050500,Aracatuba,SP,SP,-21.2076,-50.4401
4425499,RAIA DROGASIL S A,RAIA DROGASIL S A,75400528,Inhumas,GO,GO,-16.3611,-49.5001
4352165,EMPREENDIMENTOS PAGUE MENOS S S,FARMACIA PAGUE MENOS ARAGUAINA,77816790,Araguaina,TO,TO,-7.19238,-48.2044
4595254,ST FARMACIA E DROGARIA LTDA,SANTA TEREZINHA FARMACIA,88352201,Brusque,SC,SC,-27.0977,-48.9107
4351606,MUNICIPIO DE AUGUSTO CORREA,CENTRAL DE REDE DE FRIO DE AUGUSTO CORREA,68610000,Augusto Correa,PA,PA,-1.05109,-46.6147
4358023,RAIA DROGASIL S A,DROGASIL 346 SP MORUMBI 2,5618000,Sao Paulo,SP,SP,-23.5329,-46.6395
4358635,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 14,2189010,Sao Paulo,SP,SP,-23.5329,-46.6395
4481127,CIA LATINO AMERICANA DE MEDICAMENTOS,FARMACIA PRECO POPULAR,88345146,Camboriu,SC,SC,-27.0241,-48.6503
4393783,RAIA DROGASIL S A,RAIA DROGASIL S A FILIAL DS0191,18200005,Itapetininga,SP,SP,-23.5886,-48.0483
4409892,RAIA DROGASIL S A,DROGARAIA LJ0173,14025700,Ribeirao Preto,SP,SP,-21.1699,-47.8099
4411706,RAIA DROGASIL S A,RAIA DOGRASIL S A,12242000,Sao Jose dos Campos,SP,SP,-23.1896,-45.8841
4414551,RAIA DROGASIL S A,RAIA,14170000,Sertaozinho,SP,SP,-21.1316,-47.9875
4409086,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,41600020,Salvador,BA,BA,-12.9718,-38.5011
4589033,FARMACIA SAO LUCAS LTDA,FARMACIA SAO LUCAS,98570000,Campo Novo,RS,RS,-27.6792,-53.8052
4143809,IRMAOS MATTAR CIA LTDA,FARMACIA INDIANA,29702150,Colatina,ES,ES,-19.5493,-40.6269
4153669,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,14090260,Ribeirao Preto,SP,SP,-21.1699,-47.8099
4356527,RAIA DROGASIL S A,RAIA DROGASIL S A,18682080,Lencois Paulista,SP,SP,-22.6027,-48.8037
4358007,RAIA DROGASIL S A,DROGASIL 332 SP POMPEIA 2,5022001,Sao Paulo,SP,SP,-23.5329,-46.6395
4358767,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 46,5763470,Sao Paulo,SP,SP,-23.5329,-46.6395
4352033,RAIA DROGASIL S A,DROGARAIA LJ1235,91050050,Porto Alegre,RS,RS,-30.0318,-51.2065
4389344,MB FARMACIA LTDA,FARMACIA PAGUE POUCO,53530476,Abreu e Lima,PE,PE,-7.90072,-34.8984
4536428,DROGARIAS PACHECO S A,DROGARIAS PACHECO BONSUCESSO 3,21032025,Rio de Janeiro,RJ,RJ,-22.9129,-43.2003
4343387,RAIA DROGASIL S A,DROGARAIA LJ1409,91340000,Porto Alegre,RS,RS,-30.0318,-51.2065
4588622,RAIA DROGASIL S A,DROGASIL,13290003,Louveira,SP,SP,-23.0856,-46.9484
4435753,RAIA DROGASIL S A,DROGASIL RC CASA FORTE 2,52061540,Recife,PE,PE,-8.04666,-34.8771
4358147,RAIA DROGASIL S A,DROGASIL 556 SP CIDADE DUTRA TEOTONIO VILELA,4801000,Sao Paulo,SP,SP,-23.5329,-46.6395
4358716,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 42,8490490,Sao Paulo,SP,SP,-23.5329,-46.6395
4359100,RAIA DROGASIL S A,DROGARAIA LJ0222,2065010,Sao Paulo,SP,SP,-23.5329,-46.6395
4374975,FARMACIA SANTA CLARA LTDA,FARMACIA SANTA CLARA,89820000,Xanxere,SC,SC,-26.8747,-52.4036
4359038,RAIA DROGASIL S A,RAIA 0100 SP BROOKLIN NOVO A,4560010,Sao Paulo,SP,SP,-23.5329,-46.6395
4353293,RAIA DROGASIL S A,DROGARAIA LJ1424,91450147,Porto Alegre,RS,RS,-30.0318,-51.2065
4350480,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 31,2545000,Sao Paulo,SP,SP,-23.5329,-46.6395
4531418,RAIA DROGASIL S A,DROGARAIA LJ1004 CARAGUATATUBA,11661300,Caraguatatuba,SP,SP,-23.6125,-45.4125
4425030,RAIA DROGASIL S A,DROGASIL INDUSTRIAL,49065770,Aracaju,SE,SE,-10.9091,-37.0677
4426134,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE,12080000,Taubate,SP,SP,-23.0104,-45.5593
4604008,SAMAIS GESTAO EM SAUDE LTDA,SAMAIS,1311200,Sao Paulo,SP,SP,-23.5329,-46.6395
4592263,TOKARSKI CIA LTDA,FARMACIA ARTESANAL,34006049,Nova Lima,MG,MG,-19.9758,-43.8509
4356705,RAIA DROGASIL S A,RAIA DROGASIL S A,38183244,Araxa,MG,MG,-19.5902,-46.9438
4355008,ELISANGELA CHAPIM LTDA,SEY DROGARIA,28890242,Rio das Ostras,RJ,RJ,-22.5174,-41.9475
4357965,RAIA DROGASIL S A,DROGASIL 33 SANTO AMARO,4751030,Sao Paulo,SP,SP,-23.5329,-46.6395
4357957,RAIA DROGASIL S A,DROGASIL 320 SP SAO MIGUEL PTA 1,8010040,Sao Paulo,SP,SP,-23.5329,-46.6395
4588975,MUNICIPIO DE CHAPECO,FARMACIA DO COMPONENTE ESTRATEGICO,89805070,Chapeco,SC,SC,-27.1004,-52.6152
4587502,FARMACIA BOTTI LTDA,FARMA BOTTI,87155000,Doutor Camargo,PR,PR,-23.5582,-52.2178
4360281,RAIA DROGASIL S A,RAIA PINDAMONHANGABA,12400240,Pindamonhangaba,SP,SP,-22.9246,-45.4613
4350340,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 18,2721200,Sao Paulo,SP,SP,-23.5329,-46.6395
4350472,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 30,3403002,Sao Paulo,SP,SP,-23.5329,-46.6395
4348222,DROGARIA GUILHERME HOSS LTDA,DROGARIA GUILHERME HOSS LTDA,89820000,Xanxere,SC,SC,-26.8747,-52.4036
4413857,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,FARMA CONDE US 232,3989000,Sao Paulo,SP,SP,-23.5329,-46.6395
4415566,RAIA DROGASIL S A,DROGARAIA CABRAL C,80035030,Curitiba,PR,PR,-25.4195,-49.2646
4536940,ECONO FARMA,ECONO FARMA COMERCIO DE MEDICAMENTO LTDA,88310001,Itajai,SC,SC,-26.9101,-48.6705
4401093,MUNICIPIO DE NOVA SANTA RITA SECRETARIA DE SAUDE,CENTRAL DE ABAST IMUNO DR RAIMUNDO NONATO BARROSO AMORIM,64764000,Nova Santa Rita,PI,PI,-8.09707,-42.0471
4397940,RAIA DROGASIL S A,RAIA DROGASIL S A MARINGA N,87023033,Maringa,PR,PR,-23.4205,-51.9333
4392442,TOFFANELLO E FERREIRA LTDA,MARXFARMA,86800020,Apucarana,PR,PR,-23.55,-51.4635
4387783,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,90240005,Porto Alegre,RS,RS,-30.0318,-51.2065
4540360,FARMACIAS ULTRAMED POPULAR LTDA,ULTRAMED POPULAR,96925000,Ibarama,RS,RS,-29.4203,-53.1295
4574575,LUCENA LUCENA LTDA,DROGARIA LUCENA,33120472,Santa Luzia,MG,MG,-19.7548,-43.8497
4567080,DROGARIA 77 MEDEIROS RESENDE LTDA,A NOSSA DROGARIA,35490000,Entre Rios de Minas,MG,MG,-20.6706,-44.0654
4344901,CIA LATINO AMERICANA DE MEDICAMENTOS,FARMACIA PRECO POPULAR,88370504,Navegantes,SC,SC,-26.8943,-48.6546
4466829,MUNICIPIO DE CURIMATA SECRETARIA DE SAUDE E PROMOCAO SOCIA,CENTRAL MUNICIPAL REDE DE FRIO DE CURIMATA,64960000,Curimata,PI,PI,-10.0326,-44.3002
4575652,DROGARIA CENTRAL LEOPOLDINA LTDA,DROGARIA CENTRAL LEOPOLDINA LTDA,36700072,Leopoldina,MG,MG,-21.5296,-42.6421
4460340,RAIA DROGASIL S A,RAIA 865 ARARAS,13607280,Araras,SP,SP,-22.3572,-47.3842
4449886,MUNICIPIO DE MACAE,FARMACIA AMBULATORIAL DE BARRA,27910000,Macae,RJ,RJ,-22.3768,-41.7848
4612930,DROGARIA SAO RAFAEL II LTDA,DROGARIA SAO RAFAEL,72465360,Brasilia,DF,DF,-15.7795,-47.9297
4424751,RAIA DROGASIL S A,RAIA DROGASIL S A,79500000,Paranaiba,MS,MS,-19.6746,-51.1909
4419286,RAIA DROGASIL S A,DROGASIL,37014200,Varginha,MG,MG,-21.5556,-45.4364
4419839,FARMACIA BASICA MUNICIPAL,FARMACIA BASICA MUNICIPAL,46500000,Macaubas,BA,BA,-13.0186,-42.6945
4434560,DROGARIAS PACHECO S A,DROGARIAS PACHECO VESPASIANO,33200000,Vespasiano,MG,MG,-19.6883,-43.9239
4366727,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,EXTRAFARMA EXTRAFARMA,65074115,Sao Luis,MA,MA,-2.53874,-44.2825
4374150,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS,65058324,Sao Luis,MA,MA,-2.53874,-44.2825
4335961,SECRETARIA DE ESTADO DE SAUDE SES,USA29 SAMU 192 TIH UPA IRAJA,21361132,Rio de Janeiro,RJ,RJ,-22.9129,-43.2003
4358643,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 36,3988010,Sao Paulo,SP,SP,-23.5329,-46.6395
4358880,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 62,5664000,Sao Paulo,SP,SP,-23.5329,-46.6395
4359135,RAIA DROGASIL S A,RAIA 0268 SP SAO JUDAS A,4304000,Sao Paulo,SP,SP,-23.5329,-46.6395
4359348,RAIA DROGASIL S A,RAIA 555 SP HIGIENOPOLIS B,1227200,Sao Paulo,SP,SP,-23.5329,-46.6395
4359399,RAIA DROGASIL S A,DROGASIL 2234 SP CASA VERDE 1,2545000,Sao Paulo,SP,SP,-23.5329,-46.6395
4359720,RAIA DROGASIL S A,DROGASIL 1380 SP VILA CURUCA 1,8431410,Sao Paulo,SP,SP,-23.5329,-46.6395
4359976,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,15500051,Votuporanga,SP,SP,-20.4237,-49.9781
4351975,RAIA DROGASIL S A,DROGARAIA LJ1234,91770000,Porto Alegre,RS,RS,-30.0318,-51.2065
4585593,RAIA DROGASIL S A,DROGASIL,45600275,Itabuna,BA,BA,-14.7876,-39.2781
4562151,DISFARMA COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA,FARMACIA BELO CAMPO,45160000,Belo Campo,BA,BA,-15.0334,-41.2652
4417976,DROGARIA E PERFUMARIA MONTE ALEGRE LTDA,DROGARIA E PERFUMARIA MONTE ALEGRE LTDA,26950000,Paty do Alferes,RJ,RJ,-22.4309,-43.4285
4419618,RAIA DROGASIL S A,DROGASIL SANTAREM 2,68005430,Santarem,PA,PA,-2.43849,-54.6996
4398653,SALOMAO STAUT DROGARIA LTDA,CENTRALFARMA,33230076,Lagoa Santa,MG,MG,-19.6397,-43.8932
4411439,MUNICIPIO DE QUATIS,CENTRAL DE ABASTECIMENTO FARMACEUTICO,27410030,Quatis,RJ,RJ,-22.4045,-44.2597
4353072,COMERCIO DE MEDICAMENTOS BRAIR LTDA,SAO JOAO FARMACIAS,88600000,Sao Joaquim,SC,SC,-28.2887,-49.9457
4367715,RAIA DROGASIL S A,DROGA RAIA,89280171,Sao Bento do Sul,SC,SC,-26.2495,-49.3831
4375181,EMPREENDIMENTOS PAGUE MENOS SA,FARMACIA PAGUE MENOS,65300016,Santa Ines,MA,MA,-3.65112,-45.3774
4393538,MASTER FORMULA FARMACIA DE MANIPULACAO LTDA,MASTER FORMULA FARMACIA DE MANIPULACAO C SALLES,18200005,Itapetininga,SP,SP,-23.5886,-48.0483
4585933,WILLIAN MARCIO COELHO COMERCIO DE PRODUTOS FARMACEUTICOS LT,DROGAMASTER,78680000,Cocalinho,MT,MT,-14.3903,-51.0001
4589068,RAIA DROGASIL S A,DROGASIL 1355 INDAIATUBA 5,13331501,Indaiatuba,SP,SP,-23.0816,-47.2101
4537939,MUNICIPIO DE TERESINA,MOTOLANCIA 2914,64008540,Teresina,PI,PI,-5.09194,-42.8034
4376668,MUNICIPIO DE BALNEARIO CAMBORIU,FARMACIA SUL DESCENTRALIZADA,88332230,Balneario Camboriu,SC,SC,-26.9926,-48.6352
4384946,FARMACIA ARARANGUA,FARMACIA ARARANGUA LTDA,94060100,Gravatai,RS,RS,-29.9413,-50.9869
4118626,MARITZA E DA CAS LTDA,MANIPULAB FARMACIA DE MANIPULACAO,96900000,Sobradinho,RS,RS,-29.4194,-53.0326
4386973,RAIA DROGASIL S A,DROGASIL DS0356,13010050,Campinas,SP,SP,-22.9053,-47.0659
4403169,RAIA DROGASIL S A,DROGASIL AV ANHANGUERA,74075010,Goiania,GO,GO,-16.6864,-49.2643
4405722,RAIA DROGASIL S A,DROGASIL SANTO ANTONIO,65045380,Sao Luis,MA,MA,-2.53874,-44.2825
4405242,FARMACIA DO PROGRAMA DA SAUDE MENTAL,FARMACIA DO PROGRAMA DA SAUDE MENTAL,28300000,Itaperuna,RJ,RJ,-21.1997,-41.8799
4421558,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 0062 RUBEM BERTA,4074020,Sao Paulo,SP,SP,-23.5329,-46.6395
4417348,RAIA DROGASIL S A,DROGARAIA ALTO DA QUINZE B,80045100,Curitiba,PR,PR,-25.4195,-49.2646
4415531,RAIA DRIGASIL S A,DROGASIL,68445000,Barcarena,PA,PA,-1.51187,-48.6195
4415248,RAIA DROGASIL S A,RAIA 1140 SAQUAREMA A,28990514,Saquarema,RJ,RJ,-22.9292,-42.5099
4425103,PREFEITURA MUNICIPAL DE EIRUNEPE,CENTRAL DE ABASTECIMENTO FARMACEUTICO DE EIRUNEPE,69880000,Eirunepe,AM,AM,-6.65677,-69.8662
4583493,MUNICIPIO DE MASSARANDUBA,FARMACIA MUNICIPAL DE SAUDE,58120000,Massaranduba,PB,PB,-7.18995,-35.7848
4501853,BIOMAXFARMA BURITIZEIRO LTDA,REDE BIOMAX,39280000,Buritizeiro,MG,MG,-17.3656,-44.9606
4350197,RAIA DROGASIL S A,DROGASIL DS0055,5402918,Sao Paulo,SP,SP,-23.5329,-46.6395
4350413,ORGANIZACAO FARMACEUTICA NAKANO LTDA,PROMOFARMA 25,2720000,Sao Paulo,SP,SP,-23.5329,-46.6395
4356861,RAIA DROGASIL S A,RAIA DROGASIL,27323000,Barra Mansa,RJ,RJ,-22.5481,-44.1752
4294734,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,EXTRAFARMA,65085790,Sao Luis,MA,MA,-2.53874,-44.2825
